က	ka̰
နန်းကြီးသုပ်	náɴtɕíθoʊʔ
နန်းတက်	náɴtɛʔ
နန်းတက်ပွဲ	náɴtɛʔbwɛ́
နန်းတော်	náɴdɔ̀
နန်းပြား	náɴbjá
နန်းပြားကြီး	náɴbjádʑí
နန်းပြားသုပ်	náɴbjáθoʊʔ
နန်းမတော်	náɴmədɔ̀
နန်းမြင့်	náɴmjɪ̰ɴ
နန်းလတ်	náɴlaʔ
နန်းသေး	náɴθé
နနွင်း	sʰənwɪ́ɴ
နပန်း	nəbáɴ
နဖူး	na̰pʰú
နဖူးစာ	nəpʰúzà
နမီးဘီးယား	na̰míbíjá
နမူနာ	nəmùnà
နမ်း	náɴ
နယ	nəja̰
နယုန်	nəjòʊɴ
နယူးဇီလန်	nəjúzìlàɴ
နယူးဒေလီ	nəjúdèlì
နယူးယောက်	nəjújaʊʔ
နယ်	nɛ̀
နယ်စပ်	nɛ̀zaʔ
နယ်ပယ်	nɛ̀pɛ̀
နယ်မြေ	nɛ̀mjè
နယ်သာလန်	nɛ̀ðəlàɴ
နရက်	nəɹɛʔ
နရန်း	nəjáɴ
နရား	nəjá
နရွဲ	nəjwɛ́
နဝ	nəwa̰
နဝကမ္မ	nəwa̰kàɴma̰
နဝဂံ	nəwəgàɴ
နဝမ	nəwəma̰
နဝရတ်	nəwəɹaʔ
နဝရူပ	na̰wa̰jùpa̰
နဟုတံ	nəhoʊʔtàɴ
နာ	nà
နာဂဒေဝ	nàga̰dèwa̰
နာဂရီ	nàgəɹì
နာဆူလ်တန်	nàsʰùltàɴ
နာဇီ	nàzì
နာဇီဝါဒ	nàzìwàda̰
နာတာလူးပွဲ	nàtàlúbwɛ́
နာနတ်	nənaʔ
နာနတ်ပွင့်	nənaʔpwɪ̰ɴ
နာနတ်သီး	nànaʔθí
နာနာ	nànà
နာနာဘာဝ	nànàbàwa̰
နာမ	nàma̰
နာမကရဏ	nàma̰kəɹəna̰
နာမကျန်း	nàmətɕáɴ
နာမကျန်းခွင့်	nàmətɕáɴkʰwɪ̰ɴ
နာမည်	nàmjì
နာမဝိသေသန	nàma̰wḭθèθəna̰
နာမ်	nàɴ
နာမ်စား	nàmzá
နာရဒ	nàɹəda̰
နာရဒဘုရား	nàɹəda̰pʰəjá
နာရီ	nàjì
နာရီဝက်	nàjìwɛʔ
နား	ná
နားကပ်	nágaʔ
နားကြပ်	nədʑaʔ
နားကွင်း	nágwɪ́ɴ
နားထင်	nətʰɪ̀ɴ
နားထောင်	nátʰàʊɴ
နားရွက်	nəjwɛʔ
နားလည်	nálɛ̀
နိကာယ	nḭkàja̰
နိခါတကဗေဒ	nḭkʰàtəka̰bèda̰
နိဂ္ဂဟိတ	neɪʔgəhḭta̰
နိစ္စ	nèsa̰
နိဒါန်း	nḭdáɴ
နိဒ္ဒေသ	neɪʔdèθa̰
နိန္နဟုတံ	nèɪɴnəhoʊʔtàɴ
နိပေါ	nḭpɔ́
နိပ်	neɪʔ
နိဗ္ဗာန်	neɪʔbàɴ
နိမိတ်	nəmeɪʔ
နိမ္မာနရတိ	nèɪɴmànəɹətḭ
နိယာမ	nḭjàma̰
နိရဗ္ဗုဒ	nḭɹaʔboʊʔda̰
နိုက်ထရိုဂျင်	naɪʔtʰəɹòdʑɪ̀ɴ
နိုင်	nàɪɴ
နိုင်ဂျာ	nàɪɴdʑà
နိုင်ဂျီးရီးယား	nàɪɴdʑíɹíjá
နိုင်ငံ	nàɪɴŋàɴ
နိုင်ငံကူးလက်မှတ်	nàɪɴŋàɴgúlɛʔm̥aʔ
နိုင်ငံခြား	nàɪɴŋàɴdʑá
နိုင်ငံခြားသား	nàɪɴgàɴdʑáðà
နိုင်ငံတော်	nàɪɴŋàɴdɔ̀
နိုင်ငံတော်တံဆိပ်	nàɪɴŋàɴdɔ̀dəzeɪʔ
နိုင်ငံတော်သီချင်း	nàɪɴŋàɴdɔ̀θətɕʰɪ́ɴ
နိုင်ငံရေး	nàɪɴŋàɴjé
နိုင်ငံရေးသမား	nàɪɴŋàɴjèðəmá
နိုင်ငံသား	nàɪɴŋàɴðá
နိုင်ငံသားအဖြစ်	nàɪɴŋàɴðáʔəpʰjɪʔ
နိုင်နိုင်	nàɪɴnàɪɴ
နိုင်လွန်	nàɪɴlʊ̀ɴ
နိုင်သူ	nàɪɴðù
နိုဝင်ဘာ	nòwɪ̀ɴbà
နို့	no̰
နို့ဆီ	no̰zì
နို့ပူတင်း	no̰pùdɪ́ɴ
နို့မှုန့်	no̰m̥o̰ʊɴ
နို့လိမ်	no̰lèɪɴ
နို့သီး	no̰ðí
နို့သီးခေါင်း	no̰ðígáʊɴ
နိုး	nó
နိဿယ	neɪʔθəja̰
နီ	nì
နီကာရာဂွါ	nìkàɹàgwà
နီတိ	nìtḭ
နီလာ	nìlà
နီး	ní
နုန်း	nóʊɴ
နုပ်	noʊʔ
နေ	nè
နေကောင်း	nèkáʊɴ
နေကောင်းရဲ့လား	nèkáʊɴjɛ̰lá
နေကြာ	nèdʑà
နေကြာဆီ	nètɕàzì
နေစကြဝဠာ	nèsɛʔtɕàwəlà
နေစာ	nèzà
နေတက်	nètɛʔ
နေထွက်	nètʰwɛʔ
နေပြည်တော်	nèpjìdɔ̀
နေရာ	nèjà
နေရာငါးသွယ်	nèjàŋáθwɛ̀
နေရာထိုင်ခင်း	nèjàtʰàɪɴgɪ́ɴ
နေရောင်	nèjàʊɴ
နေဝင်	nèwɪ̀ɴ
နေဝင်ဖျိုးဖျ	nèwɪ̀ɴpʰjóbja̰
နေအိမ်	nèʔèɪɴ
နောက်	naʊʔ
နောက်ကျ	naʊʔtɕa̰
နောက်ဆက်	naʊʔsʰɛʔ
နောက်ပြီး	naʊʔpí
နောက်ရုံး	naʊʔjóʊɴ
နောင်	nàʊɴ
နော်	nɔ̀
နော်ရထာ	nɔ̀jətʰà
နော်ဝေ	nɔ̀wè
နေ့	nḛ
နေ့ခင်း	nḛgɪ́ɴ
နေ့စဉ်	nḛzɪ̀ɴ
နေ့စဉ်မှတ်တမ်း	nḛzɪ̀ɴm̥aʔtáɴ
နေ့စွဲ	nḛzwɛ́
နေ့လည်	nḛlɛ̀
နေ့လယ်	nḛlɛ̀
နေ့လယ်စာ	nḛlɛ̀zà
နဲ့	nɛ̰
နံကထိုင်	nàɴkətʰàɪɴ
နံနက်	nàɴnɛʔ
နံနက်စာ	nàɴnɛʔsà
နံနံ	nàɴnàɴ
နံပါတ်	nàɴbaʔ
နံပြား	nàɴbjá
နံရိုး	nàɴjó
နံရံ	nàɴjàɴ
နံ့သာ	na̰ɴθà
နံ့သာပု	na̰ɴθàpṵ
နျူကလိယ	njùkəlḭja̰
နွပ်ချောက်	nʊʔtɕʰaʊʔ
နွမ်း	nʊ́ɴ
နွယ်တာ	nwɛ̀tà
နွား	nwá
နွားထီး	nətʰí
နွားနို့	nwáno̰
နွားနို့ခေါက်ဆွဲ	nwáno̰kʰaʊʔsʰwɛ́
နွားမ	nəma̰
နွေ	nwè
နွေရာသီ	nwèjàðì
နွေဦး	nwèʔú
နွေဦးပေါက်	nwèʔúbaʊʔ
နွေဦးရာသီ	nwèʔújàðì
နွေး	nwé
နွံ	nʊ̀ɴ
နွှဲ	n̥wɛ́
နှင့်	n̥ɪ̰ɴ
နှင့်တကွ	n̥ɪ̰ɴdəgwa̰
နှင်း	n̥ɪ́ɴ
နှင်းကျားသစ်	n̥ɪ́ɴtɕáθɪʔ
နှင်းခဲ	n̥ɪ́ɴgɛ́
နှင်းဆီ	n̥ɪ́ɴzì
နှင်းပွင့်	n̥ɪ́ɴbwɪ̰ɴ
နှင်းလျှောစီး	n̥ɪ́ɴʃɔ́sí
နှင်းသီး	n̥ɪ́ɴðí
နှစ်	n̥ɪʔ
နှစ်ကျိပ်ရှစ်ဆူ	n̥ɪʔtɕeɪʔʃɪʔsʰù
နှစ်ချုပ်	n̥ɪʔdʑoʊʔ
နှစ်ချောင်းပုဒ်	n̥ətɕʰáʊɴpoʊʔ
နှစ်စဉ်	n̥ɪʔzɪ̀ɴ
နှစ်ဆန်းတစ်ရက်	n̥ɪʔsʰáɴtəjɛʔ
နှစ်ဆန်းတစ်ရက်နေ့	n̥ɪʔsʰáɴtəjɛʔnḛ
နှစ်ဆယ့်တစ်	n̥ɪʔsʰɛ̰tɪʔ
နှစ်ဆယ်	n̥əsʰɛ̀
နှစ်ရာ	n̥əjà
နှစ်လ	n̥əla̰
နှပ်	n̥aʔ
နှမ	n̥əma̰
နှမ်း	n̥áɴ
နှမ်းစေ့	n̥áɴzḛ
နှမ်းဆီ	n̥áɴzì
နှလုံး	n̥əlóʊɴ
နှလုံးရောဂါ	n̥əlóʊɴjɔ́gà
နှာ	n̥à
နှာခေါင်း	n̥əkʰáʊɴ
နှာခေါင်းပေါက်	n̥əkʰáʊɴbaʊʔ
နှာဘူး	n̥àbú
နှာမောင်း	n̥əmáʊɴ
နှိပ်	n̥eɪʔ
နှိပ်ကြယ်သီး	n̥eɪʔtɕɛ̀ðí
နှုတ်	n̥oʊʔ
နှုတ်ခမ်း	n̥oʊʔkʰáɴ
နှုတ်ဆက်	n̥oʊʔsʰɛʔ
နှုတ်သီး	n̥oʊʔθí
နှူး	n̥ú
နှော	n̥ɔ́
နှောက်	n̥aʊʔ
နှောင်း	n̥áʊɴ
နှေး	n̥é
နှဲ	n̥ɛ́
နှံကောင်	n̥àɴgàʊɴ
ပ	pa̰
ပကတိ	bəgədḭ
ပကောဋိ	pəkɔ́dḭ
ပက်	pɛʔ
ပက်ကျိ	pɛʔtɕḭ
ပက်လက်	pɛʔlɛʔ
ပခုက္ကူ	pəkʰùkkù
ပခုံး	pəkʰóʊɴ
ပင့်	pɪ̰ɴ
ပင့်ကူ	pɪ̰ɴgù
ပင့်ကူအိမ်	pɪ̰ɴgùʔèɪɴ
ပင်	pɪ̀ɴ
ပင်ဂွင်	pɪ̀ɴgwɪ̀ɴ
ပင်စင်	pɪ̀ɴsɪ̀ɴ
ပင်စင်စား	pɪ̀ɴsɪ̀ɴsá
ပင်စည်	pɪ̀ɴzì
ပင်စိမ်း	pɪ̀ɴzéɪɴ
ပင်စိမ်းမွှေး	pɪ̀ɴzéɪɴm̥wé
ပင်ပေါင်	pɪ̀ɴpàʊɴ
ပင်မှည့်	pɪ̀ɴm̥ɛ̰
ပင်လယ်	pɪ̀ɴlɛ̀
ပင်လယ်ဆား	pɪ̀ɴlɛ̀zá
ပင်လယ်ဓားပြ	pɪ̀ɴlɛ̀dəmja̰
ပင်လယ်အော်	pɪ̀ɴlɛ̀ʔɔ̀
ပင်းယ	pɪ́ɴja̰
ပစောက်	pa̰zaʊʔ
ပစ္စက္ခ	pjɪʔsɛʔkʰa̰
ပစ္စည်း	pjɪʔsí
ပစ္စည်းမဲ့လူတန်းစား	pɪʔsímɛ̰lùdáɴzá
ပစ္စည်းလေးပါး	pjɪʔsílébá
ပစ္စယာ	pjɪʔsəjà
ပစ္စုပ္ပန်	pjɪʔsoʊʔpàɴ
ပစ္ဆိမ	pjɪʔsʰeɪʔma̰
ပစ်	pjɪʔ
ပဇာ	bəzà
ပဉ္စ	pjɪ̀ɴsa̰
ပဉ္စကလျာဏီ	pjɪ̀ɴsa̰kələjànì
ပဉ္စဂံ	pjɪ̀ɴsəgàɴ
ပဉ္စင်တူရိယာ	pjɪʔsɪ̀ɴtùɹḭjà
ပဉ္စင်း	bəzɪ́ɴ
ပဉ္စမ	pɪ̀ɴsəma̰
ပဉ္စရူပ	pjɪ̀ɴsa̰ɹùpa̰
ပဉ္စလက်	pɪ̀ɴsəlɛʔ
ပဉ္စသီလ	pjɪ̀ɴsa̰θìla̰
ပညတ်	pɪ̀ɴɲaʔ
ပညတ်တော်	pjɪ̰ɴnaʔtɔ̀
ပညာ	pjɪ̀ɴɲà
ပညာကျော်	pjɪ̀ɴɲàdʑɔ̀
ပညာပေး	pjɪ̀ɴɲàpé
ပညာဗလ	pjɪ̀ɴɲàbəla̰
ပညာရေး	pjɪ̀ɴɲàjé
ပညာရှင်	pjɪ̀ɴɲàʃɪ̀ɴ
ပညာသင်ဆု	pjɪ̀ɴɲàθɪ̀ɴsʰṵ
ပညာသည်	pjɪ̀ɴɲàðè
ပဋိဇီဝဆေး	pədḭzìwa̰sʰé
ပဋိပက္ခ	pətḭpɛʔkʰa̰
ပဋိပက္ခဒေသ	pədḭpɛʔkʰa̰dèθa̰
ပဋိသန္ဓေ	pədḭθàɴdè
ပဌမ	pa̰tʰa̰ma̰
ပဏ္ဍိတ	pàndḭta̰
ပဏ္ဏာ	pənà
ပတ္တမြား	bədəmjá
ပတ္တလား	paʔta̰lá
ပတ္ထနာ	pətʰənà
ပတ်	paʔ
ပတ်စပို့	paʔsəpo̰
ပတ်တီး	paʔtí
ပတ်ဝန်းကျင်	paʔwʊ́ɴtɕɪ̀ɴ
ပတ်ဝိုင်း	paʔwáɪɴ
ပထမ	pa̰tʰa̰ma̰
ပထမကမ္ဘာစစ်	pa̰tʰəma̰gəbàsɪʔ
ပထမဘွဲ့	pa̰tʰəma̰bwɛ̰
ပထဝီ	pətʰəwì
ပထဝီဝင်	pətʰəwìwɪ̀ɴ
ပထွေး	pətʰwé
ပဒ	bəda̰
ပဒုမ	pədòʊɴma̰
ပဒုမဘုရား	pədṵma̰pʰəjá
ပဒုမုတ္တရ	pədṵmoʊʔtəɹa̰
ပဒုမုတ္တရဘုရား	pədṵmoʊʔtəɹa̰pʰəjá
ပဒေသရာဇ်	bədèθəɹɪʔ
ပဒေသာ	bədèðà
ပဒေသာပင်	bədèðàbɪ̀ɴ
ပဒေသာပင်ခေတ်	bədèθàbɪ̀ɴkʰɪʔ
ပနားမား	pa̰námá
ပန်	pàɴ
ပန်ကာ	pàɴkà
ပန်တျာ	pàɴtəjà
ပန်ထွာ	pàɴtʰwà
ပန်း	páɴ
ပန်းကန်	bəgàɴ
ပန်းခုနစ်မည်	páɴkʰənəmjì
ပန်းချီ	bədʑì
ပန်းချီဆရာ	bədʑìsʰəjà
ပန်းခြောက်	páɴdʑaʊʔ
ပန်းခြံ	páɴdʑàɴ
ပန်းဂေါ်ဖီ	páɴgɔ̀bì
ပန်းစည်း	páɴzí
ပန်းဆယ်မျိုး	páɴsʰɛ̀mjó
ပန်းတဉ်း	bədɪ́ɴ
ပန်းတမော့	páɴdəmɔ̰
ပန်းတုံးတိုင်	páɴtóʊɴtàɪɴ
ပန်းတော့	páɴdɔ̰
ပန်းထိမ်	bədèɪɴ
ပန်းနာ	páɴnà
ပန်းနာရင်ကျပ်	páɴnàjɪ̀ɴtɕaʔ
ပန်းပု	bəbṵ
ပန်းပဲ	bəbɛ́
ပန်းပွတ်	bəbʊʔ
ပန်းမုန်လာ	páɴmòʊɴlà
ပန်းမုန်လာစိမ်း	páɴmòʊɴlàzéɪɴ
ပန်းမုန်လာဖြူ	páɴmòʊɴlàbjù
ပန်းယွန်း	páɴjʊ́ɴ
ပန်းရန်	bəjàɴ
ပန်းရွဲ	páɴjwɛ́
ပန်းဝတ်ရည်	páɴwʊʔjè
ပန်းသီး	páɴðí
ပန်းသေရောဂါ	páɴθèjɔ́gà
ပန်းသေး	páɴðé
ပန်းသေးခေါက်ဆွဲ	páɴθékʰaʊʔsʰwɛ́
ပန်းအိ	páɴʔḭ
ပန်းအိုး	páɴʔó
ပမာဏ	pəmàna̰
ပယောဂ	pəjɔ́ga̰
ပယ်ရှား	pɛ̀ʃá
ပရက်ဂ်	pəɹɛʔg
ပရစ်ဇမ်	pəɹɪʔzàɴ
ပရနိမ္မိတဝသဝတ္တီ	pəɹa̰nèɪɴmḭta̰wəθaʔtì
ပရဟိတ	pəɹa̰hḭta̰
ပရာ့ဂ်	pəɹa̰g
ပရိက္ခရာ	pəɹeɪʔkʰəjà
ပရိတ်	pəjeɪʔ
ပရိဒေဝ	pəɹḭdèwa̰
ပရိဘောဂ	pəɹḭbɔ́ga̰
ပရိယာယ်	pəɹḭjè
ပရိသတ်	pəjeɪʔθaʔ
ပရိုဂရမ်	pəɹògəɹàɴ
ပရိုဂျက်	pəɹòdʑɛʔ
ပရိုင်းမိတ်	pəɹáɪɴmeɪʔ
ပရီတိုရီးယား	pəɹìtòɹíjá
ပရုတ်	pəjoʊʔ
ပလက်ဖောင်း	pəlɛʔpʰáʊɴ
ပလတ်	pəlaʔ
ပလတ်စတစ်	pəlaʔsətɪʔ
ပလပ်ကြွတ်	pa̰laʔtɕʊʔ
ပလပ်စတစ်	pəlaʔsətɪʔ
ပလာတာ	pəlàtà
ပလိပ်	pəleɪʔ
ပလူတိုနီယမ်	pəlùtònìjàɴ
ပလောင်	pəlàʊɴ
ပလ္လင်	pəlɪ̀ɴ
ပလွေ	pa̰lwè
ပဝရ	pəwəɹa̰
ပဝါ	pa̰wà
ပဝေဏီ	pəwènì
ပသီ	pəθì
ပသျှူး	pəʃú
ပသျှူးရာမ	pəʃújàma̰
ပဟိုရ်	bəhò
ပဟေဠိ	pəhèlḭ
ပအိုဝ်း	pəʔów
ပအို့ဝ်	pəʔów
ပါ	pà
ပါကစ္စတန်	pàkɪʔsətàɴ
ပါဆယ်	pàsʰɛ̀
ပါတာနီ	pàtànì
ပါတိတ်	pàteɪʔ
ပါတီ	pàtì
ပါဒ်	paʔ
ပါပူအာနယူးဂီနီ	pàpùʔànəjúgìnì
ပါမောက္ခ	pàmaʊʔkʰa̰
ပါရဂူ	pàɹəgù
ပါရဂူဘွဲ့	pàjəgùbwɛ̰
ပါရမီ	pàɹəmì
ပါရရာ	pàɹəjà
ပါရာဂွေး	pàɹàgwé
ပါရီ	pàɹì
ပါရုပန	pàɹṵpəna̰
ပါရှား	pàʃá
ပါလက်စတိုင်း	pàlɛʔsətáɪɴ
ပါလီမန်	pàlìmàɴ
ပါဝါ	pàwà
ပါဠိ	pàlḭ
ပါး	pá
ပါးစပ်	pəzaʔ
ပါးဟက်	pəhɛʔ
ပိ	pḭ
ပိစပ်	bḭzaʔ
ပိဋကတ်	bḭtəgaʔ
ပိဋကတ်တိုက်	bḭdəgaʔdaɪʔ
ပိတောက်	bədaʊʔ
ပိတ်	peɪʔ
ပိန္နဲ	péɪɴnɛ́
ပိန်းဥ	péɪɴʔṵ
ပိန်းဥမုန့်	péɪɴʔṵmo̰ʊɴ
ပိမ့်	pḛɪɴ
ပိရမစ်	pḭɹəmɪʔ
ပို	pò
ပိုက်	paɪʔ
ပိုက်ကွက်	paɪʔkwɛʔ
ပိုက်ဆံ	paɪʔsʰàɴ
ပိုက်ဆံအိတ်	paɪʔsʰàɴʔeɪʔ
ပိုက်သမား	paɪʔθəmá
ပိုင်ရှင်	pàɪɴʃɪ̀ɴ
ပိုင်း	páɪɴ
ပိုစတာ	pòsətà
ပိုစွန်း	pòzʊ́ɴ
ပိုတက်ဆီယမ်	pòtɛʔsʰìjàɴ
ပိုဒ်	paɪʔ
ပိုလန်	pòlàɴ
ပိုလီနီးရှား	pòlìníʃá
ပို့	po̰
ပို့စကတ်	po̰səkaʔ
ပိုး	pó
ပိုးကြာချည်	pótɕàtɕʰì
ပိုးတောင်မာ	pódàʊɴmà
ပိုးနဂါး	pónəgá
ပိုးလောင်း	póláʊɴ
ပိုးဟပ်	póhaʔ
ပိုးဟပ်ဖြူ	póhaʔpʰjù
ပိဿာ	peɪʔθà
ပီ	pì
ပီကင်း	pìkɪ́ɴ
ပီကေ	pìkè
ပီစီ	pìsì
ပီဇာ	pìzà
ပီတိ	pìtḭ
ပီနန်သီး	pìnàɴθí
ပီပီ	pìbì
ပီယဒဿီ	pìja̰daʔθì
ပီယဒဿီဘုရား	pìja̰daʔθìpʰəjá
ပီရူး	pìɹú
ပီလောပီနံ	pìlɔ́pìnàɴ
ပု	pṵ
ပုခက်	pəkʰɛʔ
ပုဂံ	bəgàɴ
ပုဂ္ဂလိက	poʊʔgəlḭga̰
ပုဂ္ဂိုလ်	poʊʔgò
ပုစဉ်း	bəzɪ́ɴ
ပုစ္ဆာ	poʊʔsʰà
ပုစွန်	bəzʊ̀ɴ
ပုစွန်တာရာ	bəzʊ̀ɴtàjà
ပုဆိန်	pəsʰèɪɴ
ပုဆိုး	pəsʰó
ပုည	pòʊɴɲa̰
ပုဏ္ဍရိက	pòʊɴda̰ɹḭka̰
ပုဏ္ဏ	pòʊɴna̰
ပုဏ္ဏမန္တာနီပုတ္တ	pòʊɴna̰màɴtànìpoʊʔta̰
ပုဏ္ဏမာ	pòʊɴnəmà
ပုဏ္ဏား	pòʊɴná
ပုဏ္ဏားကျွန်း	pòʊɴnádʑʊ́ɴ
ပုတို	bṵdò
ပုတ်သင်ညို	poʊʔθɪ̀ɴɲò
ပုထိုး	pətʰó
ပုထုဇဉ်	pṵtʰṵzɪ̀ɴ
ပုဒ်	poʊʔ
ပုဒ်ကလေး	poʊʔkəlé
ပုဒ်ကြီး	poʊʔdʑí
ပုဒ်ထီး	poʊʔkəlé
ပုဒ်ဖြတ်	poʊʔpʰjaʔ
ပုဒ်မ	poʊʔma̰
ပုန်ကန်	pòʊɴkàɴ
ပုန်း	póʊɴ
ပုန်းရည်ကြီး	póʊɴjèdʑí
ပုပ်	poʊʔ
ပုဗ္ဗ	poʊʔba̰
ပုရစ်	pəjɪʔ
ပုရပိုက်	pəɹəbaɪʔ
ပုရွက်	pəjwɛʔ
ပုရွက်ဆိတ်	pəjwɛʔsʰeɪʔ
ပုလင်း	pəlɪ́ɴ
ပုလိပ်	pəleɪʔ
ပုလဲ	pəlɛ́
ပုသိမ်	pəθèɪɴ
ပုံ	pòʊɴ
ပုံစံ	pòʊɴzàɴ
ပုံဆောင်ခဲ	pòʊɴzàʊɴgɛ́
ပုံဆွဲ	pòʊɴsʰwɛ́
ပုံတူ	pòʊɴdù
ပုံတူကား	pòʊɴdùká
ပုံနှိပ်	pòʊɴn̥eɪʔ
ပုံနှိပ်စက်	pòʊɴn̥eɪʔsɛʔ
ပုံသေနည်း	pòʊɴðèní
ပုံး	póʊɴ
ပူ	pù
ပူဇော်	pùzɔ̀
ပူတင်း	pùtɪ́ɴ
ပူတာအို	pùtàʔò
ပူတူးမုန့်	pùtúmo̰ʊɴ
ပူဒီနာ	pùsìnà
ပူဖောင်း	bùbáʊɴ
ပူရ	pùɹa̰
ပူရီ	pùɹì
ပူရှိမ်းဆီ	pùʃéɪɴzì
ပူး	pú
ပေကျင်း	pètɕɪ́ɴ
ပေစာ	pèsà
ပေယျာလ	pèjàla̰
ပေါက်	paʊʔ
ပေါက်ကရ	paʊʔkəja̰
ပေါက်ကွဲ	paʊʔkwɛ́
ပေါက်ကွဲမှု	paʊʔkwɛ́m̥ṵ
ပေါက်စီ	paʊʔsì
ပေါက်တူး	paʊʔtú
ပေါက်ဖော်	paʊʔpʰɔ̀
ပေါင်	pàʊɴ
ပေါင်ဒါ	pàʊɴdà
ပေါင်မုန့်	pàʊɴmo̰ʊɴ
ပေါင်မုန့်ပူတင်း	pàʊɴmo̰ʊɴpùtɪ́ɴ
ပေါင်မုန့်ဖုတ်သူ	pàʊɴmo̰ʊɴpʰoʊʔθù
ပေါင်း	páʊɴ
ပေါင်းတင်း	páʊɴdɪ́ɴ
ပေါင်းဖို	páʊɴbò
ပေါ့	pɔ̰
ပေါ့ဒ်ဂိုရစ်ဆာ	pɔ̰dgòɹɪʔsʰà
ပေါ်	bɔ̀
ပေါ်	pɔ̀
ပေါ်ဆန်းမွှေး	pɔ̀sʰáɴm̥wé
ပေါ်တူဂီ	pɔ̀tùgì
ပေါ်လစီ	pɔ̀ləsì
ပေး	pé
ပဲ	bɛ́
ပဲ	pɛ́
ပဲကတ္တီပါ	pɛ́gədìpà
ပဲကျပ်ပျဉ်	pɛ́tɕaʔpjɪ̀ɴ
ပဲကျား	pɛ́dʑá
ပဲကြာဆံ	pɛ́tɕàzàɴ
ပဲကြီး	pɛ́dʑí
ပဲခူး	bəgó
ပဲခြမ်း	pɛ́dʑáɴ
ပဲငံပြာရည်	pɛ́ŋàɴbjàjè
ပဲစင်းငုံ	pɛ́zɪ́ɴŋòʊɴ
ပဲစား	pɛ́sá
ပဲစိမ်းစား	pɛ́séɪɴsá
ပဲစိမ်းစားဥ	pɛ́zéɪɴzáʔṵ
ပဲစောင်းလျား	pɛ́záʊɴjá
ပဲစေ့	pɛ́sḛ
ပဲဆန်	pɛ́zàɴ
ပဲဆီ	pɛ́zì
ပဲတီ	pɛ́dì
ပဲတောင့်ပြုတ်	pɛ́da̰ʊɴbjoʊʔ
ပဲတောင့်ရှည်	pɛ́da̰ʊɴʃì
ပဲထောပတ်	pɛ́tʰɔ́baʔ
ပဲဒလက်	pɛ́dəlɛʔ
ပဲနပြား	pɛ́nəbjá
ပဲနီကလေး	pɛ́nìgəlé
ပဲနောက်	pɛ́naʊʔ
ပဲနံ့သာ	pɛ́na̰ɴθà
ပဲပင်ပေါက်	pɛ́bɪ̀ɴbaʊʔ
ပဲပိစပ်	pɛ́bḭzaʔ
ပဲပိုးတီ	pɛ́pódì
ပဲပုစွန်	pəpəzʊ́ɴ
ပဲပုပ်	pɛ́boʊʔ
ပဲပေါင်းဆီ	pɛ́báʊɴzì
ပဲမှုန့်	pɛ́m̥o̰ʊɴ
ပဲယဉ်း	pɛ́jɪ́ɴ
ပဲရာဇာ	pɛ́jàzà
ပဲလင်းမြွေ	pɛ́lɪ́ɴmjwè
ပဲလေးညှင်း	pɛ́nìgəlé
ပဲလွမ်း	pɛ́lʊ́ɴ
ပဲသီတာ	pɛ́θìdà
ပဲ့တင်သံ	pɛ̰tɪ̀ɴðàɴ
ပျက်စီး	pjɛʔsí
ပျင်း	pjɪ́ɴ
ပျစ်	pjɪʔ
ပျဉ်	pjɪ̀ɴ
ပျဉ်းကတိုး	pjɪ́ɴgədó
ပျဉ်းတော်သိမ်	pjɪ́ɴdɔ̀θèɪɴ
ပျဉ်းမ	pjɪ́ɴma̰
ပျဉ်းမနား	pjɪ́ɴma̰ná
ပျပျ	pja̰bja̰
ပျား	pjá
ပျားတူ	ba̰dù
ပျားထီး	pjádí
ပျားရည်	pjájè
ပျားရည်ဆမ်း	pjájìsʰáɴ
ပျားအုံ	pjáʔòʊɴ
ပျိုး	pjó
ပျူ	pjù
ပျောက်	pjaʊʔ
ပျော့	pjɔ̰
ပျော်	pjɔ̀
ပျော်ပျော်	pjɔ̀bjɔ̀
ပျံ	pjàɴ
ပျံကျ	bjàɴdʑa̰
ပျံတော်မူ	pjàɴtɔ̀mù
ပြ	pja̰
ပြက္ခဒိန်	pjɛʔgədèɪɴ
ပြချက်	pja̰dʑɛʔ
ပြင်	pjɪ̀ɴ
ပြင်ပြင်	pjɪ̀ɴbjɪ̀ɴ
ပြင်သစ်	pjɪ̀ɴθɪʔ
ပြင်သစ်တော်လှန်ရေး	pjɪ̀ɴθɪʔtɔ̀l̥àɴjé
ပြင်သည်	pjɪ̀ɴθì
ပြင်း	pjɪ́ɴ
ပြင်းဟုပ်	pjɪ́ɴhoʊʔ
ပြစ်မှု	pjɪʔm̥ṵ
ပြဇာတ်	pja̰zàt
ပြည့်တန်ဆာ	pjḭdəzà
ပြည်	pjì
ပြည်ကြီး	pjìdʑí
ပြည်ကြီးငါး	pjìdʑíŋá
